date,open,high,low,close,5MA_value,25MA_value,75MA_value,VWAP,volume,5MA_volume,25MA_volume,ReturnViRatio
2022-10-26,10969.01,11205.83,10948.37,10970.99,10919.45,10795.19,11670.27,           ,1007983318,963247773.2,949633755.44,0.10217159961733195
2022-10-27,10971.95,10998.72,10780.5,10792.67,10955.01,10784.23,11664.2,           ,976146263,985003917.8,951250517.56,-0.014901027287781223
2022-10-28,10766.2,11117.03,10766.2,11102.45,11003.56,10793.61,11662.22,           ,978489185,975892314.8,950156283.64,0.1886544691231344
2022-10-31,11028.43,11047.94,10914.0,10988.14,11010.67,10801.02,11656.03,           ,1085576729,1008430917.2,955554873.52,0.11219944601680784
2022-11-01,11154.73,11156.35,10881.18,10890.84,10949.01,10803.47,11649.77,           ,904396782,990518455.4,955564035.84,0.04939702952917113
2022-11-02,10885.0,10993.23,10522.9,10524.79,10859.77,10782.4,11633.93,           ,1103514654,1009624722.6,961535959.16,-0.19210005369830227
2022-11-03,10399.45,10486.01,10319.53,10342.94,10769.83,10766.61,11613.2,           ,1007759355,1015947341.0,962879179.16,-0.3059314383693918
2022-11-04,10548.14,10553.63,10262.92,10475.25,10644.39,10762.6,11592.07,           ,1090403510,1038330206.0,962663877.64,-0.22117071456862186
2022-11-07,10516.93,10587.95,10428.9,10564.52,10559.66,10752.56,11575.14,           ,931110975,1007437055.2,962123009.24,-0.16395992475696494
2022-11-08,10611.53,10745.64,10472.72,10616.2,10504.74,10730.16,11559.59,           ,995505909,1025658880.6,960911300.68,-0.13117302565823324
2022-11-09,10528.45,10564.97,10344.01,10353.17,10470.41,10698.34,11543.47,           ,1038452230,1012646395.8,969190970.48,-0.30699343523591865
2022-11-10,10869.16,11119.11,10779.95,11114.14,10624.65,10699.97,11531.22,           ,1396568793,1090408283.4,989984077.84,0.19745308591963476
2022-11-11,11124.74,11352.42,11069.82,11323.33,10794.27,10726.81,11520.03,           ,1214040005,1115135582.4,997467997.04,0.3074151007548816
2022-11-14,11233.9,11350.12,11167.16,11196.22,10920.61,10752.97,11504.11,           ,984425457,1125798478.8,1004309149.56,0.2313392713126613
2022-11-15,11474.82,11492.61,11241.15,11358.41,11069.05,10790.26,11490.63,           ,1039439726,1134585242.2,1006232253.84,0.33177270683321275
2022-11-16,11260.09,11286.1,11162.92,11183.65,11235.15,10820.92,11475.1,           ,888723272,1104639450.6,1008798177.68,0.22619274179177185
2022-11-17,11008.67,11198.83,11006.21,11144.95,11241.31,10840.76,11454.79,           ,838365620,992998816.0,1000311721.4,0.2031185257031141
2022-11-18,11257.0,11259.44,11059.15,11146.06,11205.85,10873.74,11433.79,           ,846903822,919571579.4,997435074.56,0.20526979435357878
2022-11-21,11091.0,11128.78,10999.74,11024.51,11171.51,10887.69,11412.02,           ,766041044,875894696.8,990240522.84,0.13074920606945045
2022-11-22,11058.55,11179.87,10975.66,11174.4,11134.71,10903.77,11392.42,           ,760145824,820035916.4,983402346.28,0.2256132503804345
2022-11-23,11174.61,11310.82,11174.61,11285.31,11155.04,10927.96,11376.3,           ,695832762,781457814.4,974323231.32,0.2966328032994789
2022-11-25,11231.0,11261.57,11206.38,11226.35,11171.32,10952.42,11354.59,           ,377169139,689218518.2,954715375.28,0.2608459488941266
2022-11-28,11147.56,11217.74,11020.69,11049.49,11152.01,10960.02,11331.52,           ,813500342,682537822.2,946293500.96,0.14945995626001476
