date,open,high,low,close,5MA_value,25MA_value,75MA_value,VWAP,volume,5MA_volume,25MA_volume,ReturnViRatio
2022-09-08,31481.95,31783.37,31321.5,31774.52,31495.19,32747.55,32034.03,           ,344342279,338793376.2,309168024.24,-0.6836907720698171
2022-09-09,31876.22,32227.74,31876.22,32151.71,31594.25,32724.55,32037.65,           ,312398267,333401006.6,308913058.96,-0.5747350903740001
2022-09-12,32159.49,32504.04,32159.49,32381.34,31806.83,32707.66,32043.69,           ,343963618,340957719.6,311624876.84,-0.5002581172205463
2022-09-13,32006.5,32006.5,31018.54,31104.97,31798.76,32638.56,32030.15,           ,433796382,357921105.2,317812216.28,-0.8619999075857973
2022-09-14,31141.02,31276.82,30885.02,31135.09,31709.52,32572.99,32010.12,           ,353876462,357675401.6,320629416.6,-0.7674699112334266
2022-09-15,31124.68,31277.69,30882.08,30961.82,31546.98,32479.08,31980.11,           ,349089231,358624792.0,321876580.32,-0.8197457390157704
2022-09-16,30866.61,30866.61,30550.08,30822.42,31281.12,32378.51,31951.2,           ,627918344,421728807.4,334604588.64,-0.8654951656087839
2022-09-19,30722.86,31026.89,30559.37,31019.68,31008.79,32268.85,31927.29,           ,296568597,412249803.2,334420906.68,-0.8233196043084425
2022-09-20,30888.53,30888.53,30465.91,30706.23,30929.04,32140.6,31893.4,           ,320689124,389628351.6,336699637.96,-0.9082634945513997
2022-09-21,30819.39,31020.79,30181.99,30183.78,30738.78,31981.88,31857.18,           ,354958212,389844701.6,339227829.16,-1.05409858013344
2022-09-22,30204.52,30302.28,29994.53,30076.68,30561.75,31825.73,31819.33,           ,335272125,387081280.4,341209646.04,-1.081665810107992
2022-09-23,29955.65,29955.65,29250.47,29590.41,30315.35,31649.38,31771.47,           ,389446456,339386902.8,345422063.76,-1.2221004566531428
2022-09-26,29536.84,29630.77,29161.12,29260.81,29963.58,31471.55,31722.8,           ,374485321,354970247.6,348464358.36,-1.3114783627793618
2022-09-27,29419.88,29659.12,28958.22,29134.99,29649.33,31314.4,31680.96,           ,356591241,362150671.0,350372201.2,-1.3540442037675013
2022-09-28,29198.92,29811.78,29114.97,29683.74,29549.32,31185.37,31658.17,           ,439139806,378986989.8,357759402.84,-1.2161314152321607
2022-09-29,29513.73,29513.73,28997.34,29225.61,29379.11,31035.62,31640.96,           ,392423849,390417334.6,363098794.36,-1.3088073352077922
2022-09-30,29123.03,29355.78,28715.85,28725.51,29206.13,30852.97,31619.1,           ,466861225,405900288.4,369431946.8,-1.443944650769444
2022-10-03,28855.25,29647.79,28855.25,29490.89,29252.14,30741.27,31603.4,           ,400221908,411047605.8,371326848.4,-1.2401377641296003
2022-10-04,29826.67,30325.05,29826.67,30316.32,29488.41,30669.97,31608.59,           ,379032263,415535810.2,373684717.16,-0.9824672032556508
2022-10-05,30078.36,30454.46,29886.44,30273.87,29606.44,30609.29,31613.72,           ,292042419,386116332.8,372220709.12,-0.9619535071268399
2022-10-06,30206.13,30329.61,29859.34,29926.94,29746.7,30545.95,31605.68,           ,308948568,369421276.6,368867611.96,-1.0552641579888846
2022-10-07,29685.27,29685.27,29142.66,29296.79,29860.96,30451.56,31589.86,           ,370384712,350125974.0,370108595.84,-1.2180841608662878
2022-10-10,29419.09,29485.82,29010.41,29202.88,29803.36,30366.94,31570.2,           ,318466355,333774863.4,370600047.92,-1.2364205670543715
2022-10-11,29085.2,29608.42,29074.23,29239.19,29587.93,30290.69,31540.05,           ,358470257,329662462.2,370979680.04,-1.2353178638211804
2022-10-12,29233.06,29455.12,29136.03,29210.85,29375.33,30195.88,31510.35,           ,306532901,332560558.6,369036796.88,-1.2491618815067336
2022-10-13,28755.83,30168.54,28660.94,30038.72,29397.68,30126.44,31498.24,           ,472674793,365305803.6,374170097.44,-1.046009319241847
2022-10-14,30192.21,30428.82,29614.3,29634.83,29465.29,30025.77,31479.65,           ,380975687,367423998.6,376913194.24,-1.1192439304360389
2022-10-17,30059.58,30311.95,29997.62,30185.82,29661.88,29937.95,31471.79,           ,374234138,378577555.2,378124015.04,-0.9853096570400126
2022-10-18,30697.52,30837.9,30301.83,30523.8,29918.8,29914.7,31464.14,           ,390763518,385036207.4,376402700.48,-0.8943683962071908
2022-10-19,30439.04,30662.11,30226.9,30423.81,30161.39,29886.25,31456.89,           ,315539746,386837576.4,374869231.84,-0.9192492952245335
2022-10-20,30411.92,30822.96,30265.2,30333.59,30220.37,29861.12,31447.5,           ,333186309,358939879.6,374233114.96,-0.9466665235847012
2022-10-21,30291.18,31119.27,30206.28,31082.56,30509.91,29871.53,31443.47,           ,418193165,366383375.2,365844107.8,-0.7650795887793025
2022-10-24,31187.32,31603.63,31161.41,31499.62,30772.67,29890.72,31445.62,           ,345036259,360543799.4,367782814.28,-0.652062137797019
2022-10-25,31463.65,31876.15,31423.53,31836.74,31035.26,29935.95,31454.46,           ,342091100,350809315.8,368638893.32,-0.5687844949597222
2022-10-26,31738.44,32172.42,31738.44,31839.11,31318.32,30002.16,31465.9,           ,430404082,373782183.0,371656728.12,-0.5689602429813317
2022-10-27,32062.14,32388.42,31993.21,32033.28,31658.26,30080.42,31482.71,           ,392534666,385651854.4,373947229.76,-0.5237544346521326
2022-10-28,32204.31,32889.81,32158.38,32861.8,32014.11,30211.28,31512.46,           ,499424240,401898069.4,378346341.12,-0.32006117930357336
2022-10-31,32754.27,32883.86,32586.93,32732.95,32260.77,30350.16,31531.72,           ,394104415,411711700.6,379131104.88,-0.3478013528472079
2022-11-01,32862.79,32975.48,32485.23,32653.2,32424.06,30490.89,31552.8,           ,325571604,408407801.4,377890319.4,-0.36898231839573575
2022-11-02,32576.28,33071.93,32139.77,32147.76,32485.79,30589.45,31557.08,           ,399646339,402256252.8,376310580.72,-0.4956513324139069
2022-11-03,31985.05,32185.71,31727.05,32001.25,32479.39,30700.48,31558.76,           ,357267363,395202792.2,374904321.28,-0.5316644081075238
2022-11-04,32265.01,32611.52,31938.92,32403.22,32387.67,30847.59,31563.65,           ,425482253,380414394.8,373249162.4,-0.4340977031753096
2022-11-07,32454.1,32895.59,32424.99,32827.0,32406.48,30981.03,31576.01,           ,341103172,369814146.2,370884412.96,-0.3289859376149092
2022-11-08,32934.56,33355.39,32831.46,33160.83,32508.01,31094.81,31591.63,           ,342882494,373276324.2,369438422.2,-0.24611830861126732
2022-11-09,33004.47,33065.11,32478.87,32513.94,32581.24,31184.41,31601.66,           ,360823197,365511695.8,372189653.32,-0.40744111429922936
2022-11-10,33263.91,33727.73,33167.82,33715.37,32924.07,31335.95,31621.89,           ,488255344,391709292.0,379361924.36,-0.10821394443838232
2022-11-11,33797.75,33817.96,33394.43,33747.86,33193.0,31513.99,31638.14,           ,430722657,392757372.8,381775442.16,-0.09789436385178396
2022-11-14,33662.05,33964.3,33533.96,33536.7,33334.94,31687.35,31647.36,           ,360586154,396653969.2,383460234.12,-0.14963574248954023
2022-11-15,33755.94,33987.06,33320.2,33592.92,33421.35,31861.5,31657.95,           ,391839340,406445338.4,384794997.44,-0.1364062616703414
2022-11-16,33554.93,33682.83,33516.99,33553.83,33629.33,32035.22,31673.39,           ,305543190,395389337.0,384755409.0,-0.1464997967233138
2022-11-17,33329.27,33616.02,33239.75,33546.32,33595.52,32175.52,31683.17,           ,321568255,362051919.2,378711147.48,-0.14890408427255813
2022-11-18,33606.59,33827.94,33540.64,33745.69,33595.09,32339.95,31696.76,           ,314527010,338812789.8,376053200.4,-0.10026681183126711
2022-11-21,33760.3,33864.59,33559.18,33700.28,33627.8,32480.53,31708.71,           ,352960706,337287700.2,375202263.12,-0.11180677134084008
2022-11-22,33810.05,34115.7,33810.05,34098.1,33728.84,32623.5,31725.59,           ,279597407,314839313.6,370755618.68,-0.013391605112813211
2022-11-23,34091.57,34262.07,34004.64,34194.06,33856.89,32774.31,31744.52,           ,236818182,301094312.0,367606756.12,0.010455729951807364
2022-11-25,34213.04,34386.51,34199.57,34347.03,34017.03,32934.85,31758.35,           ,131933013,263167263.6,359556624.28,0.048656836955650075
2022-11-28,34275.91,34303.88,33799.35,33849.46,34037.78,33045.53,31765.19,           ,303020151,260865891.8,354949703.72,-0.0757222407765316
